Ticker;Ticker BBG;Name
CRCQQ;CRCQQ UN Equity;California Resources Corp
EBIX;EBIX UW Equity;Ebix Inc
OCAT;OCAT UQ Equity;Ocata Therapeutics Inc
SLH;SLH UN Equity;Solera Holdings Inc
HNT;HNT UN Equity;Health Net Inc/Old
SUM;SUM UN Equity;Summit Materials Inc
ATML;ATML UW Equity;Atmel Corp
VTAE;VTAE UQ Equity;Vitae Pharmaceuticals LLC
AVT;AVT UN Equity;Avnet Inc
EGN;EGN UN Equity;Energen Corp
LNT;LNT UN Equity;Alliant Energy Corp
CUBE;CUBE UN Equity;CubeSmart
ABCW;ABCW UW Equity;Anchor BanCorp Wisconsin Inc
UPLMQ;UPLMQ UN Equity;Ultra Petroleum Corp
GMCR;GMCR UW Equity;Keurig Green Mountain Inc
MAC;MAC UN Equity;Macerich Co/The
RNR;RNR UN Equity;RenaissanceRe Holdings Ltd
SIRI;SIRI UW Equity;Sirius XM Holdings Inc
MLM;MLM UN Equity;Martin Marietta Materials Inc
1719848D;1719848D UN Equity;Education Realty Trust Inc
ADS;ADS UN Equity;Alliance Data Systems Corp
DOC;DOC UN Equity;Physicians Realty Trust
REXR;REXR UN Equity;Rexford Industrial Realty Inc
SALE;SALE UW Equity;RetailMeNot Inc
AXS;AXS UN Equity;Axis Capital Holdings Ltd
DISCK;DISCK UW Equity;Discovery Inc
JGWEQ;JGWEQ UN Equity;JG Wentworth Co/The
LYB;LYB UN Equity;LyondellBasell Industries NV
AVGO;AVGO UW Equity;Broadcom Inc
QRTEA;QRTEA UW Equity;Qurate Retail Inc
HTZGQ;HTZGQ UN Equity;Hertz Global Holdings Inc
DG;DG UN Equity;Dollar General Corp
HCA;HCA UN Equity;HCA Healthcare Inc
PHH;PHH UN Equity;PHH Corp
MDGL;MDGL UQ Equity;Madrigal Pharmaceuticals Inc
WTM;WTM UN Equity;White Mountains Insurance Group Ltd
AEO;AEO UN Equity;American Eagle Outfitters Inc
DBI;DBI UN Equity;Designer Brands Inc
SD;SD UN Equity;SandRidge Energy Inc
OSK;OSK UN Equity;Oshkosh Corp
STAR;STAR UN Equity;iStar Inc
BOX;BOX UN Equity;Box Inc
HBI;HBI UN Equity;Hanesbrands Inc
RDN;RDN UN Equity;Radian Group Inc
CHS;CHS UN Equity;Chico's FAS Inc
AFSI;AFSI UW Equity;AmTrust Financial Services Inc
RXDX;RXDX UR Equity;Ignyta Inc
DENN;DENN UR Equity;Denny's Corp
STOR;STOR UN Equity;STORE Capital Corp
SRCI;SRCI UA Equity;SRC Energy Inc
ISBC;ISBC UW Equity;Investors Bancorp Inc
MUSA;MUSA UN Equity;Murphy USA Inc
BDBD;BDBD UW Equity;Boulder Brands Inc
ALDR;ALDR UQ Equity;Alder Biopharmaceuticals Inc
OPWR;OPWR UN Equity;OPOWER Inc
NVEE;NVEE UR Equity;NV5 Global Inc
EXXIQ;EXXIQ UW Equity;Energy XXI Ltd
IMPV;IMPV US Equity;Imperva Inc
UEC;UEC UA Equity;Uranium Energy Corp
EYES;EYES UR Equity;Second Sight Medical Products Inc
AWHHF;AWHHF UN Equity;Allied World Assurance Co Holdings GmbH
COWN;COWN UW Equity;Cowen Inc
SYA;SYA UN Equity;Symetra Financial Corp
TFM;TFM UW Equity;Fresh Market Inc/The
SCMP;SCMP UQ Equity;Sucampo Pharmaceuticals Inc
SPR;SPR UN Equity;Spirit AeroSystems Holdings Inc
CLNE;CLNE UW Equity;Clean Energy Fuels Corp
BNCL;BNCL UW Equity;Beneficial Bancorp Inc
DHX;DHX UN Equity;DHI Group Inc
NSM;NSM UN Equity;Nationstar Mortgage Holdings Inc
PANW;PANW UN Equity;Palo Alto Networks Inc
SBH;SBH UN Equity;Sally Beauty Holdings Inc
BURL;BURL UN Equity;Burlington Stores Inc
PACB;PACB UW Equity;Pacific Biosciences of California Inc
ZINCQ;ZINCQ UW Equity;American Zinc Recycling LLC
CAI;CAI UN Equity;CAI International Inc
REI;REI UA Equity;Ring Energy Inc
TNAV;TNAV UW Equity;Telenav Inc
1655912D;1655912D UN Equity;SolarWinds North America Inc
TSLA;TSLA UW Equity;Tesla Inc
DFT;DFT UN Equity;DuPont Fabros Technology Inc
TRGP;TRGP UN Equity;Targa Resources Corp
MNKKQ;MNKKQ UN Equity;Mallinckrodt PLC
CONE;CONE UW Equity;CyrusOne Inc
LQ;LQ UN Equity;La Quinta Holdings Inc
UDFI;UDFI UW Equity;United Development Funding IV
HMHC;HMHC UW Equity;Houghton Mifflin Harcourt Co
SLS;SLS UR Equity;SELLAS Life Sciences Group Inc
LPLA;LPLA UW Equity;LPL Financial Holdings Inc
CSH;CSH UN Equity;Cash America International Inc
CNL;CNL UN Equity;Cleco Corporate Holdings LLC
IPHI;IPHI UN Equity;Inphi Corp
CW;CW UN Equity;Curtiss-Wright Corp
DY;DY UN Equity;Dycom Industries Inc
LEA;LEA UN Equity;Lear Corp
JACK;JACK UW Equity;Jack in the Box Inc
GATX;GATX UN Equity;GATX Corp
CALX;CALX UN Equity;Calix Inc
GGG;GGG UN Equity;Graco Inc
AVNT;AVNT UN Equity;Avient Corp
CRMD;CRMD UA Equity;CorMedix Inc
CHTR;CHTR UW Equity;Charter Communications Inc
SR;SR UN Equity;Spire Inc
EXPR;EXPR UN Equity;Express Inc
HPP;HPP UN Equity;Hudson Pacific Properties Inc
RPXC;RPXC UW Equity;RPX Corp
GDOT;GDOT UN Equity;Green Dot Corp
FRANQ;FRANQ UW Equity;Francesca's Holdings Corp
OASPQ;OASPQ UN Equity;Oasis Petroleum Inc
RLD;RLD UN Equity;RealD Inc
SJI;SJI UN Equity;South Jersey Industries Inc
TRXC;TRXC UA Equity;TransEnterix Inc
1448479D;1448479D UN Equity;Campus Crest Communities Inc
FIT;FIT UN Equity;Fitbit Inc
SUP;SUP UN Equity;Superior Industries International Inc
TR;TR UN Equity;Tootsie Roll Industries Inc
VRA;VRA UW Equity;Vera Bradley Inc
TIME;TIME UN Equity;TI Gotham Inc
GNCIQ;GNCIQ UN Equity;GNC Holdings Inc
BOBE;BOBE UW Equity;Bob Evans Farms Inc/DE
LNCE;LNCE UW Equity;Snyder's-Lance Inc
MENT;MENT UW Equity;Mentor Graphics Corp
PNRA;PNRA UW Equity;Panera Bread Co
BHE;BHE UN Equity;Benchmark Electronics Inc
KNX;KNX UN Equity;Knight-Swift Transportation Holdings Inc
MYRG;MYRG UW Equity;MYR Group Inc
VC;VC UN Equity;Visteon Corp
CKP;CKP UN Equity;Checkpoint Systems Inc
RLJ;RLJ UN Equity;RLJ Lodging Trust
RATE;RATE UN Equity;Bankrate Inc
MKTO;MKTO UW Equity;Marketo Inc
FNB;FNB UN Equity;FNB Corp/PA
FINL;FINL UW Equity;Finish Line Inc/The
GNCMA;GNCMA UW Equity;GCI Liberty Inc/AK
HNGR;HNGR UN Equity;Hanger Inc
HMSY;HMSY UW Equity;HMS Holdings Corp
HTLD;HTLD UW Equity;Heartland Express Inc
IDTI;IDTI UW Equity;Integrated Device Technology Inc
IO;IO UN Equity;ION Geophysical Corp
LNN;LNN UN Equity;Lindsay Corp
ADMS;ADMS UQ Equity;Adamas Pharmaceuticals Inc
MSCC;MSCC UW Equity;Microsemi Corp
NDSN;NDSN UW Equity;Nordson Corp
NEWP;NEWP UW Equity;Newport Corp
NNN;NNN UN Equity;National Retail Properties Inc
NPBC;NPBC UW Equity;National Penn Bancshares Inc
PDCE;PDCE UW Equity;PDC Energy Inc
1850242D;1850242D UN Equity;EQT RE Merger Sub Inc
PVAHQ;PVAHQ UN Equity;Penn Virginia Corp
SONC;SONC UW Equity;Sonic Corp
MW;MW UN Equity;Men's Wearhouse LLC/The
RLYP;RLYP UW Equity;Relypsa Inc
1558151D;1558151D UN Equity;Wausau Paper Corp
LTC;LTC UN Equity;LTC Properties Inc
WAC;WAC UN Equity;Ditech Holding Corp
CKH;CKH UN Equity;SEACOR Holdings Inc
BFIN;BFIN UW Equity;BankFinancial Corp
PZZA;PZZA UW Equity;Papa John's International Inc
FRO;FRO UN Equity;Frontline Ltd/Bermuda
PLT;PLT UN Equity;Plantronics Inc
CPRT;CPRT UW Equity;Copart Inc
NSIT;NSIT UW Equity;Insight Enterprises Inc
1396924D;1396924D UW Equity;Liberty Media Corp
HLIT;HLIT UW Equity;Harmonic Inc
RWT;RWT UN Equity;Redwood Trust Inc
WAB;WAB UN Equity;Westinghouse Air Brake Technologies Corp
LSI;LSI UN Equity;Life Storage Inc
AFFX;AFFX UW Equity;Affymetrix Inc
ANH;ANH UN Equity;Anworth Mortgage Asset Corp
IM;IM UN Equity;Ingram Micro Inc
HUBG;HUBG UW Equity;Hub Group Inc
JAKK;JAKK UW Equity;JAKKS Pacific Inc
ADC;ADC UN Equity;Agree Realty Corp
PLCE;PLCE UW Equity;Children's Place Inc/The
OVTI;OVTI UW Equity;OmniVision Technologies Inc
BJRI;BJRI UW Equity;BJ's Restaurants Inc
NSP;NSP UN Equity;Insperity Inc
GPORQ;GPORQ UW Equity;Gulfport Energy Corp
EQY;EQY UN Equity;Equity One Inc
RJETQ;RJETQ UW Equity;Republic Airways Holdings Inc
URI;URI UN Equity;United Rentals Inc
UTIW;UTIW UW Equity;UTi Worldwide Inc
MRCY;MRCY UW Equity;Mercury Systems Inc
WDC;WDC UW Equity;Western Digital Corp
9999900D;9999900D UN Equity;Waste Connections US Inc
UAL;UAL UN Equity;United Airlines Holdings Inc
DAL;DAL UN Equity;Delta Air Lines Inc
ZNGA;ZNGA UW Equity;Zynga Inc
SNBR;SNBR UW Equity;Sleep Number Corp
KIRK;KIRK UW Equity;Kirkland's Inc
CNC;CNC UN Equity;Centene Corp
SSINQ;SSINQ UN Equity;Stage Stores Inc
ARR;ARR UN Equity;ARMOUR Residential REIT Inc
IRC;IRC UN Equity;IRC Retail Centers Inc
SFG;SFG UN Equity;StanCorp Financial Group Inc
TNK;TNK UN Equity;Teekay Tankers Ltd
IVR;IVR UN Equity;Invesco Mortgage Capital Inc
PMT;PMT UN Equity;PennyMac Mortgage Investment Trust
TWO;TWO UN Equity;Two Harbors Investment Corp
1859004D;1859004D UW Equity;ILG LLC
HPY;HPY UN Equity;Heartland Payment Systems Inc
GPN;GPN UN Equity;Global Payments Inc
APTV;APTV UN Equity;Aptiv PLC
SNECQ;SNECQ UN Equity;Mesquite Energy Inc
SCOR;SCOR UW Equity;comScore Inc
VSI;VSI UN Equity;Vitamin Shoppe Inc
SPOK;SPOK UW Equity;Spok Holdings Inc
EQIX;EQIX UW Equity;Equinix Inc
PIPR;PIPR UN Equity;Piper Sandler Cos
BGS;BGS UN Equity;B&G Foods Inc
CAB;CAB UN Equity;Cabela's Inc
ACC;ACC UN Equity;American Campus Communities Inc
BMR;BMR UN Equity;BioMed Realty Trust Inc
HOMB;HOMB UW Equity;Home BancShares Inc/AR
DMND;DMND UW Equity;Diamond Foods Inc
THS;THS UN Equity;TreeHouse Foods Inc
IRBT;IRBT UW Equity;iRobot Corp
CROX;CROX UW Equity;Crocs Inc
NTLS;NTLS UW Equity;NTELOS Holdings Corp
MSCI;MSCI UN Equity;MSCI Inc
RAX;RAX UN Equity;Rackspace Technology Global Inc
MRIN;MRIN UN Equity;Marin Software Inc
CALA;CALA UW Equity;Calithera Biosciences Inc
ZEN;ZEN UN Equity;Zendesk Inc
9876567D;9876567D UW Equity;Pinnacle Entertainment Inc/Old
HOFSQ;HOFSQ UN Equity;Hermitage Offshore Services Ltd
LOXO;LOXO UQ Equity;Loxo Oncology Inc
MOBL;MOBL UW Equity;MobileIron Inc
IBCP;IBCP UW Equity;Independent Bank Corp/MI
FOE;FOE UN Equity;Ferro Corp
ONB;ONB UW Equity;Old National Bancorp/IN
MTOR;MTOR UN Equity;Meritor Inc
AY;AY UW Equity;Atlantica Sustainable Infrastructure PLC
GSTCQ;GSTCQ UA Equity;Gastar Exploration Inc
ULTRF;ULTRF UW Equity;Ultrapetrol Bahamas Ltd
ALSN;ALSN UN Equity;Allison Transmission Holdings Inc
AGNC;AGNC UW Equity;AGNC Investment Corp
GRPN;GRPN UW Equity;Groupon Inc
MTGE;MTGE UW Equity;MTGE Investment Corp
UI;UI UW Equity;Ubiquiti Inc
SGYPQ;SGYPQ UW Equity;Synergy Pharmaceuticals LLC
EPZM;EPZM UW Equity;Epizyme Inc
NWBO;NWBO UR Equity;Northwest Biotherapeutics Inc
ACAD;ACAD UW Equity;ACADIA Pharmaceuticals Inc
PIRRQ;PIRRQ UN Equity;Pier 1 Imports Inc
DMRC;DMRC UW Equity;Digimarc Corp
MLNTQ;MLNTQ UW Equity;Melinta Therapeutics Inc
PRTA;PRTA UW Equity;Prothena Corp PLC
AON;AON UN Equity;Aon PLC
JMG;JMG UN Equity;Journal Media Group Inc
HTA;HTA UN Equity;Healthcare Trust of America Inc
1824551D;1824551D UN Equity;Alterra Mountain Co
DTLK;DTLK UW Equity;Datalink Corp
PPBI;PPBI UW Equity;Pacific Premier Bancorp Inc
SRC;SRC UN Equity;Spirit Realty Capital Inc
FANG;FANG UW Equity;Diamondback Energy Inc
KKD;KKD UN Equity;Krispy Kreme Doughnuts Inc
TPCO;TPCO UN Equity;Tribune Publishing Co
BCRHF;BCRHF UN Equity;Blue Capital Reinsurance Holdings Ltd
RETA;RETA UQ Equity;Reata Pharmaceuticals Inc
VALU;VALU UR Equity;Value Line Inc
CSTE;CSTE UW Equity;Caesarstone Ltd
FCFP;FCFP UR Equity;First Community Financial Partners Inc
DWSN;DWSN UW Equity;Dawson Geophysical Co
MJCO;MJCO UA Equity;Majesco
WFBI;WFBI UR Equity;WashingtonFirst Bankshares Inc
CDXC;CDXC UR Equity;ChromaDex Corp
WBT;WBT UN Equity;Welbilt Inc
LPCN;LPCN UR Equity;Lipocine Inc
GCP;GCP UN Equity;GCP Applied Technologies Inc
FFWM;FFWM UQ Equity;First Foundation Inc
ACBI;ACBI UW Equity;Atlantic Capital Bancshares Inc
SNDX;SNDX UW Equity;Syndax Pharmaceuticals Inc
OSG;OSG UN Equity;Overseas Shipholding Group Inc
CFNB;CFNB UQ Equity;California First National Bancorp
AMSC;AMSC UW Equity;American Superconductor Corp
BOOM;BOOM UW Equity;DMC Global Inc
RRR;RRR UW Equity;Red Rock Resorts Inc
PNK;PNK UW Equity;Pinnacle Entertainment Inc
STS;STS UA Equity;Supreme Industries Inc
AFI;AFI UN Equity;Armstrong Flooring Inc
ALJJ;ALJJ UQ Equity;ALJ Regional Holdings Inc
AXGN;AXGN UR Equity;Axogen Inc
STRS;STRS UW Equity;Stratus Properties Inc
FRBK;FRBK UQ Equity;Republic First Bancorp Inc
TIER;TIER UN Equity;Tier REIT Inc
GENC;GENC UQ Equity;Gencor Industries Inc
RCKT;RCKT UQ Equity;Rocket Pharmaceuticals Inc
VBTX;VBTX UQ Equity;Veritex Holdings Inc
FNWB;FNWB UQ Equity;First Northwest Bancorp
AVGR;AVGR UQ Equity;Avinger Inc
UFAB;UFAB UA Equity;Unique Fabricating Inc
AMIC;AMIC UR Equity;AMIC Holdings Inc
MEET;MEET UR Equity;Meet Group Inc/The
EDIT;EDIT UW Equity;Editas Medicine Inc
GWRS;GWRS UQ Equity;Global Water Resources Inc
LAYN;LAYN UW Equity;Layne Christensen Co
MBTF;MBTF UW Equity;MBT Financial Corp
RIG;RIG UN Equity;Transocean Ltd
HNNA;HNNA UR Equity;Hennessy Advisors Inc
MITK;MITK UR Equity;Mitek Systems Inc
MXWL;MXWL UW Equity;Maxwell Technologies Inc
LSBG;LSBG UQ Equity;Lake Sunapee Bank Group
NRIM;NRIM UW Equity;Northrim BanCorp Inc
WKHS;WKHS UR Equity;Workhorse Group Inc
INBK;INBK UR Equity;First Internet Bancorp
QHCCQ;QHCCQ UN Equity;Quorum Health Corp
LCNB;LCNB UR Equity;LCNB Corp
DGAS;DGAS UW Equity;Delta Natural Gas Co Inc
HBCP;HBCP UW Equity;Home Bancorp Inc
INDT;INDT UQ Equity;Indus Realty Trust Inc
FMNB;FMNB UR Equity;Farmers National Banc Corp
SYN;SYN UA Equity;Synthetic Biologics Inc
TTNP;TTNP UR Equity;Titan Pharmaceuticals Inc
WATT;WATT UR Equity;Energous Corp
HRI;HRI UN Equity;Herc Holdings Inc
LUB;LUB UN Equity;Luby's Inc
UCP;UCP UN Equity;UCP Inc
PVBC;PVBC UR Equity;Provident Bancorp Inc
CNTY;CNTY UR Equity;Century Casinos Inc
YMTX;YMTX UQ Equity;Yumanity Therapeutics Inc
AVXS;AVXS UW Equity;AveXis Inc
UFPT;UFPT UR Equity;UFP Technologies Inc
TACO;TACO UR Equity;Del Taco Restaurants Inc
EXA;EXA UQ Equity;Exa Corp
SMBC;SMBC UQ Equity;Southern Missouri Bancorp Inc
FLNT;FLNT UA Equity;Fluent Inc
HDNG;HDNG UW Equity;Hardinge Inc
EGLTQ;EGLTQ UQ Equity;Zyla Life Sciences
USAT;USAT UQ Equity;USA Technologies Inc
YCB;YCB UR Equity;Your Community Bankshares Inc
ACNB;ACNB UR Equity;ACNB Corp
IRIX;IRIX UQ Equity;IRIDEX Corp
PFBI;PFBI UQ Equity;Premier Financial Bancorp Inc
FBIO;FBIO UR Equity;Fortress Biotech Inc
CVLY;CVLY UQ Equity;Codorus Valley Bancorp Inc
GLYC;GLYC UQ Equity;GlycoMimetics Inc
ARGSQ;ARGSQ UQ Equity;Argos Therapeutics Inc
CARO;CARO UR Equity;Carolina Financial Corp
NERV;NERV UQ Equity;Minerva Neurosciences Inc
WGRP;WGRP UN Equity;Willbros Group Inc
PROV;PROV UW Equity;Provident Financial Holdings Inc
WLFC;WLFC UQ Equity;Willis Lease Finance Corp
CVCY;CVCY UR Equity;Central Valley Community Bancorp
ORRF;ORRF UR Equity;Orrstown Financial Services Inc
SHBI;SHBI UW Equity;Shore Bancshares Inc
TPHS;TPHS UA Equity;Trinity Place Holdings Inc
SENS;SENS UA Equity;Senseonics Holdings Inc
MBRG;MBRG UR Equity;Middleburg Financial Corp
CFFI;CFFI UW Equity;C&F Financial Corp
RLH;RLH UN Equity;Red Lion Hotels Corp
MCBC;MCBC UW Equity;Macatawa Bank Corp
SRG;SRG UN Equity;Seritage Growth Properties
GCBC;GCBC UR Equity;Greene County Bancorp Inc
SMMF;SMMF UR Equity;Summit Financial Group Inc
TEAM;TEAM UW Equity;Atlassian Corp PLC
ICBK;ICBK UQ Equity;County Bancorp Inc
UA;UA UN Equity;Under Armour Inc
GDEN;GDEN UQ Equity;Golden Entertainment Inc
HZNP;HZNP UW Equity;Horizon Therapeutics Plc
SALM;SALM UQ Equity;Salem Media Group Inc
PMBC;PMBC UW Equity;Pacific Mercantile Bancorp
SFST;SFST UQ Equity;Southern First Bancshares Inc
LIND;LIND UR Equity;Lindblad Expeditions Holdings Inc
UNB;UNB UQ Equity;Union Bankshares Inc/Morrisville VT
AGFS;AGFS UW Equity;AgroFresh Solutions Inc
GAIA;GAIA UQ Equity;Gaia Inc
MFSF;MFSF UQ Equity;MutualFirst Financial Inc
DLA;DLA UA Equity;Delta Apparel Inc
CHCT;CHCT UN Equity;Community Healthcare Trust Inc
WVE;WVE UQ Equity;WaVe Life Sciences Ltd
NTLA;NTLA UQ Equity;Intellia Therapeutics Inc
NIHD;NIHD UW Equity;NII Holdings Inc
WNEB;WNEB UW Equity;Western New England Bancorp Inc
CDXS;CDXS UW Equity;Codexis Inc
BPTH;BPTH UR Equity;Bio-Path Holdings Inc
RUSHB;RUSHB UW Equity;Rush Enterprises Inc
AMPE;AMPE UA Equity;Ampio Pharmaceuticals Inc
NGVT;NGVT UN Equity;Ingevity Corp
ACIA;ACIA UW Equity;Acacia Communications Inc
AQMS;AQMS UR Equity;Aqua Metals Inc
MNOV;MNOV UQ Equity;MediciNova Inc
SIFI;SIFI UQ Equity;SI Financial Group Inc
1556442D;1556442D UA Equity;GigPeak Inc
CPXX;CPXX UR Equity;Celator Pharmaceuticals Inc
ALT;ALT UA Equity;Altimmune Inc
USMD;USMD UR Equity;USMD Holdings Inc
TPB;TPB UN Equity;Turning Point Brands Inc
NCBS;NCBS UR Equity;Nicolet Bankshares Inc
SONA;SONA UQ Equity;Southern National Bancorp of Virginia In
FMBH;FMBH UQ Equity;First Mid Bancshares Inc
AP;AP UN Equity;Ampco-Pittsburgh Corp
IESC;IESC UQ Equity;IES Holdings Inc
UONEK;UONEK UR Equity;Urban One Inc
FBRC;FBRC UW Equity;FBR & Co
III;III UQ Equity;Information Services Group Inc
COOP;COOP UR Equity;Mr Cooper Group Inc
ATHX;ATHX UR Equity;Athersys Inc
ESSA;ESSA UW Equity;ESSA Bancorp Inc
LFVN;LFVN UR Equity;Lifevantage Corp
BATRA;BATRA UW Equity;Liberty Media Corp-Liberty Braves
BATRK;BATRK UW Equity;Liberty Media Corp-Liberty Braves
LSXMA;LSXMA UW Equity;Liberty Media Corp-Liberty SiriusXM
LSXMK;LSXMK UW Equity;Liberty Media Corp-Liberty SiriusXM
FWONA;FWONA UW Equity;Liberty Media Corp-Liberty Formula One
FWONK;FWONK UW Equity;Liberty Media Corp-Liberty Formula One
SAMG;SAMG UQ Equity;Silvercrest Asset Management Group Inc
SITE;SITE UN Equity;SiteOne Landscape Supply Inc
FFNW;FFNW UW Equity;First Financial Northwest Inc
ERII;ERII UW Equity;Energy Recovery Inc
RST;RST UN Equity;Rosetta Stone Inc
ACRX;ACRX UQ Equity;AcelRx Pharmaceuticals Inc
AXSM;AXSM UR Equity;Axsome Therapeutics Inc
9998522D;9998522D UQ Equity;Primo Water Operations Inc
CSWI;CSWI UW Equity;CSW Industrials Inc
PJT;PJT UN Equity;PJT Partners Inc
RILY;RILY UR Equity;B Riley Financial Inc
ENZ;ENZ UN Equity;Enzo Biochem Inc
ESIO;ESIO UW Equity;Electro Scientific Industries Inc
CRVS;CRVS UQ Equity;Corvus Pharmaceuticals Inc
BWFG;BWFG UQ Equity;Bankwell Financial Group Inc
PLPM;PLPM UR Equity;Planet Payment Inc
SHYF;SHYF UW Equity;Shyft Group Inc/The
GEF/B;GEF/B UN Equity;Greif Inc
PYXSQ;PYXSQ UN Equity;Old Holdco Inc
RSYS;RSYS UW Equity;Radisys Corp
NCIT;NCIT UW Equity;NCI Inc
CMRE;CMRE UN Equity;Costamare Inc
CIO;CIO UN Equity;City Office REIT Inc
NAME;NAME UW Equity;Rightside Group Ltd
MN;MN UN Equity;Manning & Napier Inc
FPI;FPI UN Equity;Farmland Partners Inc
OLBK;OLBK UR Equity;Old Line Bancshares Inc
1580477D;1580477D UN Equity;Higher One Holdings Inc
SSRG;SSRG UQ Equity;Symmetry Surgical Inc
CIX;CIX UA Equity;CompX International Inc
WINSF;WINSF UR Equity;Wins Finance Holdings Inc
GSOL;GSOL UW Equity;Global Sources Ltd
GORO;GORO UA Equity;Gold Resource Corp
TLRDQ;TLRDQ UN Equity;Tailored Brands Inc
MSBI;MSBI UW Equity;Midland States Bancorp Inc
NATH;NATH UW Equity;Nathan's Famous Inc
NMRX;NMRX UW Equity;Sierra Wireless Services America Holding
CHMG;CHMG UW Equity;Chemung Financial Corp
ITIC;ITIC UW Equity;Investors Title Co
CENT;CENT UW Equity;Central Garden & Pet Co
ORM;ORM UA Equity;Owens Realty Mortgage Inc
GNL;GNL UN Equity;Global Net Lease Inc
AUTO;AUTO UR Equity;AutoWeb Inc
EIGR;EIGR UQ Equity;Eiger BioPharmaceuticals Inc
ARA;ARA UN Equity;American Renal Associates Holdings Inc
SILC;SILC UW Equity;Silicom Ltd
COTV;COTV UN Equity;Cotiviti Holdings Inc
AVNU;AVNU US Equity;Avenue Financial Holdings Inc
SHOS;SHOS UR Equity;Sears Hometown and Outlet Stores Inc
VRAY;VRAY UQ Equity;ViewRay Inc
AVXL;AVXL UR Equity;Anavex Life Sciences Corp
GMS;GMS UN Equity;GMS Inc
USFD;USFD UN Equity;US Foods Holding Corp
SCWX;SCWX UW Equity;SecureWorks Corp
SELB;SELB UQ Equity;Selecta Biosciences Inc
LGF/B;LGF/B UN Equity;Lions Gate Entertainment Corp
DVMT;DVMT UN Equity;Dell Technologies Inc Class V
FBK;FBK UN Equity;FB Financial Corp
NTB;NTB UN Equity;Bank of NT Butterfield & Son Ltd/The
LEXEA;LEXEA UW Equity;Liberty Expedia Holdings Inc
SND;SND UW Equity;Smart Sand Inc
HONE;HONE UW Equity;HarborOne Bancorp Inc
MEDP;MEDP UW Equity;Medpace Holdings Inc
PTGX;PTGX UQ Equity;Protagonist Therapeutics Inc
MRT;MRT UN Equity;MedEquities Realty Trust Inc
FLGT;FLGT UQ Equity;Fulgent Genetics Inc
TRHC;TRHC UQ Equity;Tabula Rasa HealthCare Inc
TIVO;TIVO UW Equity;TiVo Corp
EVBG;EVBG UQ Equity;Everbridge Inc
VSM;VSM UN Equity;Versum Materials Inc
ASIX;ASIX UN Equity;AdvanSix Inc
LKSDQ;LKSDQ UN Equity;LSC Communications Inc
DFIN;DFIN UN Equity;Donnelley Financial Solutions Inc
NTNX;NTNX UW Equity;Nutanix Inc
LW;LW UN Equity;Lamb Weston Holdings Inc
GMRE;GMRE UN Equity;Global Medical REIT Inc
CNDT;CNDT UN Equity;Conduent Inc
BOLD;BOLD UQ Equity;Audentes Therapeutics Inc
FRTA;FRTA UW Equity;Forterra Inc
IRTC;IRTC UQ Equity;iRhythm Technologies Inc
PTHN;PTHN UN Equity;Patheon BV
TPIC;TPIC UQ Equity;TPI Composites Inc
TTD;TTD UQ Equity;Trade Desk Inc/The
NOVN;NOVN UQ Equity;Novan Inc
PI;PI UW Equity;Impinj Inc
ELF;ELF UN Equity;elf Beauty Inc
CHUBK;CHUBK UQ Equity;CommerceHub Inc
CHUBA;CHUBA UQ Equity;CommerceHub Inc
INSW;INSW UN Equity;International Seaways Inc
CLSD;CLSD UQ Equity;Clearside Biomedical Inc
NH;NH UW Equity;NantHealth Inc
ATKR;ATKR UN Equity;Atkore International Group Inc
CSTR;CSTR UW Equity;Capstar Financial Holdings Inc
FTV;FTV UN Equity;Fortive Corp
RARX;RARX UQ Equity;Ra Pharmaceuticals Inc
EVHC;EVHC UN Equity;Envision Healthcare Corp
KDMN;KDMN UN Equity;Kadmon Holdings Inc
KNSL;KNSL UW Equity;Kinsale Capital Group Inc
TCMD;TCMD UQ Equity;Tactile Systems Technology Inc
APVO;APVO UW Equity;Aptevo Therapeutics Inc
1766050D;1766050D UR Equity;Paragon Commercial Corp
MYOV;MYOV UN Equity;Myovant Sciences Ltd
GOLF;GOLF UN Equity;Acushnet Holdings Corp
ADNT;ADNT UN Equity;Adient PLC
BL;BL UW Equity;Blackline Inc
QTNA;QTNA UW Equity;Quantenna Communications Inc
ADSW;ADSW UN Equity;Advanced Disposal Services Inc
PKY;PKY UN Equity;Parkway Inc
YUMC;YUMC UN Equity;Yum China Holdings Inc
QCP;QCP UN Equity;Quality Care Properties Inc
HWM;HWM UN Equity;Howmet Aerospace Inc
WAAS;WAAS UN Equity;AquaVenture Holdings Ltd
COUP;COUP UW Equity;Coupa Software Inc
OBLN;OBLN UQ Equity;Obalon Therapeutics Inc
CWH;CWH UN Equity;Camping World Holdings Inc
TRTN;TRTN UN Equity;Triton International Ltd/Bermuda
HOME;HOME UN Equity;At Home Group Inc
TWLO;TWLO UN Equity;Twilio Inc
FHB;FHB UW Equity;First Hawaiian Inc
XOGAQ;XOGAQ UW Equity;Extraction Oil & Gas Inc
APFH;APFH UN Equity;AdvancePierre Foods Holdings Inc
TUSK;TUSK UW Equity;Mammoth Energy Services Inc
VVV;VVV UN Equity;Valvoline Inc
APTI;APTI UQ Equity;Apptio Inc
SYRS;SYRS UW Equity;Syros Pharmaceuticals Inc
TCI;TCI UN Equity;Transcontinental Realty Investors Inc
MBCN;MBCN UR Equity;Middlefield Banc Corp
