,Ticker
3246,FRTA
3247,IRTC
3248,PTHN
3249,TPIC
3250,TTD
3251,NOVN
3252,PI
3253,ELF
3254,CHUBK
3255,CHUBA
3256,INSW
3257,CLSD
3258,NH
3259,ATKR
3260,CSTR
3261,FTV
3262,RARX
3263,EVHC
3264,KDMN
3265,KNSL
3266,TCMD
3267,APVO
3268,1766050D
3269,MYOV
3270,GOLF
3271,ADNT
3272,BL
3273,QTNA
3274,ADSW
3275,PKY
3276,YUMC
3277,QCP
3278,HWM
3279,WAAS
3280,COUP
3281,OBLN
3282,CWH
3283,TRTN
3284,HOME
3285,TWLO
3286,FHB
3287,XOGAQ
3288,APFH
3289,TUSK
3290,VVV
3291,APTI
3292,SYRS
3293,TCI
3294,MBCN
3295,CLPR
3296,WLTW
3297,ESXB
3298,NXEO
3299,DXC
3300,MGEN
3301,INSE
3302,PVAC
3303,CDZI
3304,CYBE
3305,KLDX
3306,ROSEQ
3307,EML
3308,TWNK
3309,KINS
3310,CIVB
3311,MTNB
3312,FONR
3313,STRL
3314,SBCP
3315,EVI
3316,NSSC
3317,PIRS
3318,EEX
3319,BCEI
3320,MLP
3321,CHMI
3322,SMHI
3323,SNDR
3324,DSKE
3325,RGCO
3326,ELVT
3327,PCYO
3328,QTNT
3329,RVLT
3330,DNBF
3331,VREX
3332,TRCB
3333,HDSN
3334,OVBC
3335,PCMI
3336,UNTY
3337,RICK
3338,BGSF
3339,ISTR
3340,SBBP
3341,UBFO
3342,NBN
3343,JILL
3344,HSTO
3345,SLP
3346,TSBK
3347,LLEXQ
3348,OPOF
3349,KEGX
3350,AXTI
3351,HBP
3352,BOCH
3353,EVBN
3354,PSDO
3355,REPH
3356,CJ
3357,BBGI
3358,RBNC
3359,FBMS
3360,BIVV
3361,LAUR
3362,BCBP
3363,VIVE
3364,CADE
3365,HCC
3366,UPLCQ
3367,TCFC
3368,FNBG
3369,FBRX
3370,VBIV
3371,AMPY
3372,METC
3373,MLVF
3374,PBIP
3375,RCM
3376,ARD
3377,ADES
3378,CARS
3379,SBOW
3380,PLSE
3381,OVID
3382,NVLNF
3383,LEAF
3384,FATE
3385,WLDN
3386,REN
3387,SMBK
3388,ST
3389,NODK
3390,TALO
3391,OFED
3392,VST
3393,AYX
3394,CRBP
3395,ENFC
3396,GIFI
3397,DS
3398,HBMD
3399,GNK
